day,head_count,company_id
2011-02-10,5,10
2011-02-11,104,1
2011-02-11,58,2
2011-02-11,26,3
2011-02-11,25,4
2011-02-11,20,5
2011-02-11,15,6
2011-02-11,12,7
2011-02-11,13,8
2011-02-11,11,9
2011-02-11,5,10
2011-02-12,104,1
2011-02-12,58,2
2011-02-12,26,3
2011-02-12,25,4
2011-02-12,20,5
2011-02-12,15,6
2011-02-12,12,7
2011-02-12,13,8
2011-02-12,11,9
2011-02-12,5,10
2011-02-13,104,1
2011-02-13,58,2
2011-02-13,26,3
2011-02-13,25,4
2011-02-13,20,5
2011-02-13,15,6
2011-02-13,12,7
2011-02-13,13,8
2011-02-13,11,9
2011-02-13,5,10
2011-02-14,129,1
2011-02-14,72,2
2011-02-14,37,3
2011-02-14,28,4
2011-02-14,35,5
2011-02-14,21,6
2011-02-14,14,7
2011-02-14,21,8
2011-02-14,13,9
2011-02-14,8,10
2011-02-15,130,1
2011-02-15,74,2
2011-02-15,38,3
2011-02-15,28,4
2011-02-15,35,5
2011-02-15,22,6
2011-02-15,16,7
2011-02-15,22,8
2011-02-15,13,9
2011-02-15,8,10
2011-02-16,132,1
2011-02-16,74,2
2011-02-16,38,3
2011-02-16,28,4
2011-02-16,35,5
2011-02-16,22,6
2011-02-16,19,7
2011-02-16,22,8
2011-02-16,13,9
2011-02-16,8,10
2011-02-17,132,1
2011-02-17,74,2
2011-02-17,38,3
2011-02-17,28,4
2011-02-17,35,5
2011-02-17,22,6
2011-02-17,19,7
2011-02-17,22,8
2011-02-17,13,9
2011-02-17,8,10
2011-02-18,132,1
2011-02-18,74,2
2011-02-18,38,3
2011-02-18,28,4
2011-02-18,35,5
2011-02-18,22,6
2011-02-18,19,7
2011-02-18,22,8
2011-02-18,13,9
2011-02-18,8,10
2011-02-19,132,1
2011-02-19,74,2
2011-02-19,38,3
2011-02-19,28,4
2011-02-19,35,5
2011-02-19,22,6
2011-02-19,19,7
2011-02-19,22,8
2011-02-19,13,9
2011-02-19,8,10
2011-02-20,132,1
2011-02-20,74,2
2011-02-20,38,3
2011-02-20,28,4
2011-02-20,35,5
2011-02-20,22,6
2011-02-20,19,7
2011-02-20,22,8
2011-02-20,13,9
2011-02-20,8,10
2011-02-21,132,1
2011-02-21,74,2
2011-02-21,38,3
2011-02-21,28,4
2011-02-21,35,5
2011-02-21,22,6
2011-02-21,19,7
2011-02-21,22,8
2011-02-21,13,9
2011-02-21,8,10
2011-02-22,156,1
2011-02-22,87,2
2011-02-22,48,3
2011-02-22,34,4
2011-02-22,40,5
2011-02-22,25,6
2011-02-22,20,7
2011-02-22,30,8
2011-02-22,18,9
2011-02-22,10,10
2011-02-22,1,11
2011-02-23,159,1
2011-02-23,87,2
2011-02-23,49,3
2011-02-23,34,4
2011-02-23,40,5
2011-02-23,25,6
2011-02-23,20,7
2011-02-23,30,8
2011-02-23,18,9
2011-02-23,10,10
2011-02-23,1,11
2011-02-24,159,1
2011-02-24,88,2
2011-02-24,51,3
2011-02-24,34,4
2011-02-24,40,5
2011-02-24,25,6
2011-02-24,20,7
2011-02-24,30,8
2011-02-24,18,9
2011-02-24,10,10
2011-02-24,1,11
2011-02-25,159,1
2011-02-25,88,2
2011-02-25,51,3
2011-02-25,34,4
2011-02-25,40,5
2011-02-25,25,6
2011-02-25,20,7
2011-02-25,30,8
2011-02-25,18,9
2011-02-25,10,10
2011-02-25,1,11
2011-02-26,159,1
2011-02-26,88,2
2011-02-26,51,3
2011-02-26,34,4
2011-02-26,40,5
2011-02-26,25,6
2011-02-26,20,7
2011-02-26,30,8
2011-02-26,18,9
2011-02-26,10,10
2011-02-26,1,11
2011-02-27,159,1
2011-02-27,88,2
2011-02-27,51,3
2011-02-27,34,4
2011-02-27,40,5
2011-02-27,25,6
2011-02-27,20,7
2011-02-27,30,8
2011-02-27,18,9
2011-02-27,10,10
2011-02-27,1,11
2011-02-28,178,1
2011-02-28,97,2
2011-02-28,57,3
2011-02-28,37,4
2011-02-28,42,5
2011-02-28,31,6
2011-02-28,23,7
2011-02-28,35,8
2011-02-28,21,9
2011-02-28,13,10
2011-02-28,1,11
2011-03-01,178,1
2011-03-01,99,2
2011-03-01,58,3
2011-03-01,37,4
2011-03-01,44,5
2011-03-01,33,6
2011-03-01,23,7
2011-03-01,35,8
2011-03-01,22,9
2011-03-01,13,10
2011-03-01,1,11
2011-03-02,181,1
2011-03-02,101,2
2011-03-02,58,3
2011-03-02,38,4
2011-03-02,44,5
2011-03-02,34,6
2011-03-02,23,7
2011-03-02,36,8
2011-03-02,23,9
2011-03-02,13,10
2011-03-02,1,11
2011-03-03,182,1
2011-03-03,101,2
2011-03-03,58,3
2011-03-03,38,4
2011-03-03,44,5
2011-03-03,34,6
2011-03-03,23,7
2011-03-03,36,8
2011-03-03,23,9
2011-03-03,13,10
2011-03-03,1,11
2011-03-04,182,1
2011-03-04,101,2
2011-03-04,58,3
2011-03-04,38,4
2011-03-04,44,5
2011-03-04,34,6
2011-03-04,23,7
2011-03-04,36,8
2011-03-04,23,9
2011-03-04,13,10
2011-03-04,1,11
2011-03-05,182,1
2011-03-05,101,2
2011-03-05,58,3
2011-03-05,38,4
2011-03-05,44,5
2011-03-05,34,6
2011-03-05,23,7
2011-03-05,36,8
2011-03-05,23,9
2011-03-05,13,10
2011-03-05,1,11
2011-03-06,182,1
2011-03-06,101,2
2011-03-06,58,3
2011-03-06,38,4
2011-03-06,44,5
2011-03-06,34,6
2011-03-06,23,7
2011-03-06,36,8
2011-03-06,23,9
2011-03-06,13,10
2011-03-06,1,11
2011-03-07,210,1
2011-03-07,117,2
2011-03-07,67,3
2011-03-07,41,4
2011-03-07,54,5
2011-03-07,37,6
2011-03-07,26,7
2011-03-07,38,8
2011-03-07,24,9
2011-03-07,15,10
2011-03-07,1,11
2011-03-08,210,1
2011-03-08,118,2
2011-03-08,68,3
2011-03-08,41,4
2011-03-08,54,5
2011-03-08,37,6
2011-03-08,26,7
2011-03-08,38,8
2011-03-08,24,9
2011-03-08,15,10
2011-03-08,1,11
2011-03-09,211,1
2011-03-09,121,2
2011-03-09,69,3
2011-03-09,42,4
2011-03-09,54,5
2011-03-09,38,6
2011-03-09,26,7
2011-03-09,39,8
2011-03-09,24,9
2011-03-09,15,10
2011-03-09,1,11
2011-03-10,212,1
2011-03-10,121,2
2011-03-10,69,3
2011-03-10,42,4
2011-03-10,55,5
2011-03-10,38,6
2011-03-10,26,7
2011-03-10,39,8
2011-03-10,24,9
2011-03-10,15,10
2011-03-10,1,11
2011-03-11,212,1
2011-03-11,121,2
2011-03-11,69,3
2011-03-11,42,4
2011-03-11,55,5
2011-03-11,38,6
2011-03-11,26,7
2011-03-11,39,8
2011-03-11,24,9
2011-03-11,15,10
2011-03-11,1,11
2011-03-12,212,1
2011-03-12,121,2
2011-03-12,69,3
2011-03-12,42,4
2011-03-12,55,5
2011-03-12,38,6
2011-03-12,26,7
2011-03-12,39,8
2011-03-12,24,9
2011-03-12,15,10
2011-03-12,1,11
2011-03-13,212,1
2011-03-13,121,2
2011-03-13,69,3
2011-03-13,42,4
2011-03-13,55,5
2011-03-13,38,6
2011-03-13,26,7
2011-03-13,39,8
2011-03-13,24,9
2011-03-13,15,10
2011-03-13,1,11
2011-03-14,231,1
2011-03-14,134,2
2011-03-14,83,3
2011-03-14,47,4
2011-03-14,65,5
2011-03-14,46,6
2011-03-14,26,7
2011-03-14,45,8
2011-03-14,27,9
2011-03-14,18,10
2011-03-14,1,11
2011-03-14,1,12
2011-03-15,234,1
2011-03-15,138,2
2011-03-15,84,3
2011-03-15,48,4
2011-03-15,65,5
2011-03-15,47,6
2011-03-15,26,7
2011-03-15,45,8
2011-03-15,27,9
2011-03-15,18,10
2011-03-15,1,11
2011-03-15,1,12
2011-03-16,236,1
2011-03-16,138,2
2011-03-16,86,3
2011-03-16,49,4
2011-03-16,66,5
2011-03-16,47,6
2011-03-16,26,7
2011-03-16,45,8
2011-03-16,27,9
2011-03-16,18,10
2011-03-16,1,11
2011-03-16,1,12
2011-03-17,237,1
2011-03-17,138,2
2011-03-17,86,3
2011-03-17,49,4
2011-03-17,66,5
2011-03-17,47,6
2011-03-17,26,7
2011-03-17,45,8
2011-03-17,27,9
2011-03-17,18,10
2011-03-17,1,11
2011-03-17,1,12
2011-03-18,237,1
2011-03-18,138,2
2011-03-18,86,3
2011-03-18,49,4
2011-03-18,66,5
2011-03-18,47,6
2011-03-18,26,7
2011-03-18,45,8
2011-03-18,27,9
2011-03-18,18,10
2011-03-18,1,11
2011-03-18,1,12
2011-03-19,237,1
2011-03-19,138,2
2011-03-19,86,3
2011-03-19,49,4
2011-03-19,66,5
2011-03-19,47,6
2011-03-19,26,7
2011-03-19,45,8
2011-03-19,27,9
2011-03-19,18,10
2011-03-19,1,11
2011-03-19,1,12
2011-03-20,237,1
2011-03-20,138,2
2011-03-20,86,3
2011-03-20,49,4
2011-03-20,66,5
2011-03-20,47,6
2011-03-20,26,7
2011-03-20,45,8
2011-03-20,27,9
2011-03-20,18,10
2011-03-20,1,11
2011-03-20,1,12
2011-03-21,268,1
2011-03-21,151,2
2011-03-21,97,3
2011-03-21,55,4
2011-03-21,70,5
2011-03-21,51,6
2011-03-21,28,7
2011-03-21,47,8
2011-03-21,32,9
2011-03-21,21,10
2011-03-21,1,11
2011-03-21,1,12
2011-03-22,270,1
2011-03-22,152,2
2011-03-22,97,3
2011-03-22,56,4
2011-03-22,71,5
2011-03-22,52,6
2011-03-22,29,7
2011-03-22,47,8
2011-03-22,33,9
2011-03-22,21,10
2011-03-22,1,11
2011-03-22,1,12
2011-03-23,272,1
2011-03-23,152,2
2011-03-23,97,3
2011-03-23,56,4
2011-03-23,71,5
2011-03-23,53,6
2011-03-23,29,7
2011-03-23,48,8
2011-03-23,34,9
2011-03-23,21,10
2011-03-23,1,11
2011-03-23,1,12
2011-03-24,272,1
2011-03-24,152,2
2011-03-24,98,3
2011-03-24,56,4
2011-03-24,71,5
2011-03-24,53,6
2011-03-24,29,7
2011-03-24,48,8
2011-03-24,34,9
2011-03-24,21,10
2011-03-24,1,11
2011-03-24,1,12
2011-03-25,272,1
2011-03-25,152,2
2011-03-25,98,3
2011-03-25,56,4
2011-03-25,71,5
2011-03-25,53,6
2011-03-25,29,7
2011-03-25,48,8
2011-03-25,34,9
2011-03-25,21,10
2011-03-25,1,11
2011-03-25,1,12
2011-03-26,272,1
2011-03-26,152,2
2011-03-26,98,3
2011-03-26,56,4
2011-03-26,71,5
2011-03-26,53,6
2011-03-26,29,7
2011-03-26,48,8
2011-03-26,34,9
2011-03-26,21,10
2011-03-26,1,11
2011-03-26,1,12
2011-03-27,272,1
2011-03-27,152,2
2011-03-27,98,3
2011-03-27,56,4
2011-03-27,71,5
2011-03-27,53,6
2011-03-27,29,7
2011-03-27,48,8
2011-03-27,34,9
2011-03-27,21,10
2011-03-27,1,11
2011-03-27,1,12
2011-03-28,301,1
2011-03-28,159,2
2011-03-28,108,3
2011-03-28,62,4
2011-03-28,73,5
2011-03-28,54,6
2011-03-28,33,7
2011-03-28,50,8
2011-03-28,38,9
2011-03-28,24,10
2011-03-28,1,11
2011-03-28,1,12
2011-03-29,305,1
2011-03-29,162,2
2011-03-29,109,3
2011-03-29,64,4
2011-03-29,73,5
2011-03-29,55,6
2011-03-29,34,7
2011-03-29,50,8
2011-03-29,38,9
2011-03-29,25,10
2011-03-29,1,11
2011-03-29,1,12
2011-03-30,305,1
2011-03-30,164,2
2011-03-30,110,3
2011-03-30,64,4
2011-03-30,74,5
2011-03-30,55,6
2011-03-30,34,7
2011-03-30,50,8
2011-03-30,38,9
2011-03-30,25,10
2011-03-30,1,11
2011-03-30,1,12
2011-03-31,305,1
2011-03-31,164,2
2011-03-31,110,3
2011-03-31,64,4
2011-03-31,74,5
2011-03-31,55,6
2011-03-31,34,7
2011-03-31,50,8
2011-03-31,38,9
2011-03-31,25,10
2011-03-31,1,11
2011-03-31,1,12
2011-04-01,305,1
2011-04-01,164,2
2011-04-01,110,3
2011-04-01,64,4
2011-04-01,74,5
2011-04-01,55,6
2011-04-01,34,7
2011-04-01,51,8
2011-04-01,38,9
2011-04-01,25,10
2011-04-01,1,11
2011-04-01,1,12
2011-04-02,305,1
2011-04-02,164,2
2011-04-02,110,3
2011-04-02,64,4
2011-04-02,74,5
2011-04-02,55,6
2011-04-02,34,7
2011-04-02,51,8
2011-04-02,38,9
2011-04-02,25,10
2011-04-02,1,11
2011-04-02,1,12
2011-04-03,305,1
2011-04-03,164,2
2011-04-03,110,3
2011-04-03,64,4
2011-04-03,74,5
2011-04-03,55,6
2011-04-03,34,7
2011-04-03,51,8
2011-04-03,38,9
2011-04-03,25,10
2011-04-03,1,11
2011-04-03,1,12
2011-04-04,333,1
2011-04-04,174,2
2011-04-04,115,3
2011-04-04,68,4
2011-04-04,78,5
2011-04-04,61,6
2011-04-04,39,7
2011-04-04,53,8
2011-04-04,45,9
2011-04-04,29,10
2011-04-04,1,11
2011-04-04,1,12
2011-04-05,337,1
2011-04-05,175,2
2011-04-05,117,3
2011-04-05,69,4
2011-04-05,79,5
2011-04-05,61,6
2011-04-05,40,7
2011-04-05,53,8
2011-04-05,45,9
2011-04-05,30,10
2011-04-05,1,11
2011-04-05,1,12
2011-04-06,340,1
2011-04-06,175,2
2011-04-06,117,3
2011-04-06,69,4
2011-04-06,80,5
2011-04-06,61,6
2011-04-06,41,7
2011-04-06,53,8
2011-04-06,45,9
2011-04-06,30,10
2011-04-06,1,11
2011-04-06,1,12
2011-04-07,340,1
2011-04-07,175,2
2011-04-07,117,3
2011-04-07,69,4
2011-04-07,80,5
2011-04-07,61,6
2011-04-07,41,7
2011-04-07,53,8
2011-04-07,45,9
2011-04-07,31,10
2011-04-07,1,11
2011-04-07,1,12
2011-04-08,340,1
2011-04-08,175,2
2011-04-08,117,3
2011-04-08,69,4
2011-04-08,80,5
2011-04-08,61,6
2011-04-08,41,7
2011-04-08,53,8
2011-04-08,45,9
2011-04-08,31,10
2011-04-08,1,11
2011-04-08,1,12
2011-04-09,340,1
2011-04-09,175,2
2011-04-09,117,3
2011-04-09,69,4
2011-04-09,80,5
2011-04-09,61,6
2011-04-09,41,7
2011-04-09,53,8
2011-04-09,45,9
2011-04-09,31,10
2011-04-09,1,11
2011-04-09,1,12
2011-04-10,340,1
2011-04-10,175,2
2011-04-10,117,3
2011-04-10,69,4
2011-04-10,80,5
2011-04-10,61,6
2011-04-10,41,7
2011-04-10,53,8
2011-04-10,45,9
2011-04-10,31,10
2011-04-10,1,11
2011-04-10,1,12
2011-04-11,372,1
2011-04-11,187,2
2011-04-11,127,3
2011-04-11,81,4
2011-04-11,88,5
2011-04-11,61,6
2011-04-11,47,7
2011-04-11,59,8
2011-04-11,48,9
2011-04-11,33,10
2011-04-11,1,11
2011-04-11,1,12
2011-04-12,373,1
2011-04-12,187,2
2011-04-12,129,3
2011-04-12,82,4
2011-04-12,89,5
2011-04-12,61,6
2011-04-12,47,7
2011-04-12,59,8
2011-04-12,48,9
2011-04-12,34,10
2011-04-12,1,11
2011-04-12,1,12
2011-04-13,373,1
2011-04-13,188,2
2011-04-13,129,3
2011-04-13,82,4
2011-04-13,90,5
2011-04-13,61,6
2011-04-13,48,7
2011-04-13,60,8
2011-04-13,48,9
2011-04-13,35,10
2011-04-13,1,11
2011-04-13,1,12
2011-04-14,375,1
2011-04-14,188,2
2011-04-14,129,3
2011-04-14,82,4
2011-04-14,90,5
2011-04-14,61,6
2011-04-14,48,7
2011-04-14,60,8
2011-04-14,48,9
2011-04-14,35,10
2011-04-14,1,11
2011-04-14,1,12
2011-04-15,375,1
2011-04-15,188,2
2011-04-15,129,3
2011-04-15,82,4
2011-04-15,90,5
2011-04-15,61,6
2011-04-15,48,7
2011-04-15,60,8
2011-04-15,48,9
2011-04-15,35,10
2011-04-15,1,11
2011-04-15,1,12
2011-04-16,375,1
2011-04-16,188,2
2011-04-16,129,3
2011-04-16,82,4
2011-04-16,90,5
2011-04-16,61,6
2011-04-16,48,7
2011-04-16,60,8
2011-04-16,48,9
2011-04-16,35,10
2011-04-16,1,11
2011-04-16,1,12
2011-04-17,375,1
2011-04-17,188,2
2011-04-17,129,3
2011-04-17,82,4
2011-04-17,90,5
2011-04-17,61,6
2011-04-17,48,7
2011-04-17,60,8
2011-04-17,48,9
2011-04-17,35,10
2011-04-17,1,11
2011-04-17,1,12
2011-04-18,402,1
2011-04-18,197,2
2011-04-18,137,3
2011-04-18,90,4
2011-04-18,92,5
2011-04-18,66,6
2011-04-18,51,7
2011-04-18,65,8
2011-04-18,51,9
2011-04-18,37,10
2011-04-18,1,11
2011-04-18,1,12
2011-04-19,405,1
2011-04-19,198,2
2011-04-19,139,3
2011-04-19,90,4
2011-04-19,92,5
2011-04-19,66,6
2011-04-19,51,7
2011-04-19,65,8
2011-04-19,51,9
2011-04-19,37,10
2011-04-19,1,11
2011-04-19,1,12
2011-04-20,405,1
2011-04-20,198,2
2011-04-20,140,3
2011-04-20,90,4
2011-04-20,93,5
2011-04-20,66,6
2011-04-20,52,7
2011-04-20,65,8
2011-04-20,51,9
2011-04-20,37,10
2011-04-20,1,11
2011-04-20,1,12
2011-04-21,406,1
2011-04-21,199,2
2011-04-21,141,3
2011-04-21,90,4
2011-04-21,93,5
2011-04-21,67,6
2011-04-21,52,7
2011-04-21,65,8
2011-04-21,51,9
2011-04-21,37,10
2011-04-21,1,11
2011-04-21,1,12
2011-04-22,406,1
2011-04-22,199,2
2011-04-22,141,3
2011-04-22,90,4
2011-04-22,93,5
2011-04-22,67,6
2011-04-22,52,7
2011-04-22,65,8
2011-04-22,51,9
2011-04-22,37,10
2011-04-22,1,11
2011-04-22,1,12
2011-04-23,406,1
2011-04-23,199,2
2011-04-23,141,3
2011-04-23,90,4
2011-04-23,93,5
2011-04-23,67,6
2011-04-23,52,7
2011-04-23,65,8
2011-04-23,51,9
2011-04-23,37,10
2011-04-23,1,11
2011-04-23,1,12
2011-04-24,406,1
2011-04-24,199,2
2011-04-24,141,3
2011-04-24,90,4
2011-04-24,93,5
2011-04-24,67,6
2011-04-24,52,7
2011-04-24,65,8
2011-04-24,51,9
2011-04-24,37,10
2011-04-24,1,11
2011-04-24,1,12
2011-04-25,435,1
2011-04-25,218,2
2011-04-25,148,3
2011-04-25,94,4
2011-04-25,98,5
2011-04-25,71,6
2011-04-25,57,7
2011-04-25,67,8
2011-04-25,56,9
2011-04-25,37,10
2011-04-25,1,11
2011-04-25,1,12
2011-04-26,438,1
2011-04-26,218,2
2011-04-26,151,3
2011-04-26,94,4
2011-04-26,98,5
2011-04-26,71,6
2011-04-26,58,7
2011-04-26,68,8
2011-04-26,56,9
2011-04-26,37,10
2011-04-26,1,11
2011-04-26,1,12
2011-04-27,442,1
2011-04-27,218,2
2011-04-27,151,3
2011-04-27,94,4
2011-04-27,99,5
2011-04-27,71,6
2011-04-27,58,7
2011-04-27,68,8
2011-04-27,56,9
2011-04-27,37,10
2011-04-27,1,11
2011-04-27,1,12
2011-04-28,444,1
2011-04-28,218,2
2011-04-28,151,3
2011-04-28,94,4
2011-04-28,100,5
2011-04-28,71,6
2011-04-28,58,7
2011-04-28,68,8
2011-04-28,56,9
2011-04-28,37,10
2011-04-28,1,11
2011-04-28,1,12
2011-04-29,444,1
2011-04-29,218,2
2011-04-29,151,3
2011-04-29,94,4
2011-04-29,100,5
2011-04-29,71,6
2011-04-29,58,7
2011-04-29,68,8
2011-04-29,56,9
2011-04-29,37,10
2011-04-29,1,11
2011-04-29,1,12
2011-04-30,444,1
2011-04-30,218,2
2011-04-30,151,3
2011-04-30,94,4
2011-04-30,100,5
2011-04-30,71,6
2011-04-30,58,7
2011-04-30,68,8
2011-04-30,56,9
2011-04-30,37,10
2011-04-30,1,11
2011-04-30,1,12
2011-05-01,444,1
2011-05-01,218,2
2011-05-01,151,3
2011-05-01,94,4
2011-05-01,100,5
2011-05-01,71,6
2011-05-01,58,7
2011-05-01,68,8
2011-05-01,56,9
2011-05-01,37,10
2011-05-01,1,11
2011-05-01,1,12
2011-05-02,469,1
2011-05-02,225,2
2011-05-02,159,3
2011-05-02,97,4
2011-05-02,104,5
2011-05-02,76,6
2011-05-02,65,7
2011-05-02,71,8
2011-05-02,61,9
2011-05-02,40,10
2011-05-02,1,11
2011-05-02,1,12
2011-05-03,472,1
2011-05-03,227,2
2011-05-03,160,3
2011-05-03,97,4
2011-05-03,107,5
2011-05-03,76,6
2011-05-03,66,7
2011-05-03,72,8
2011-05-03,61,9
2011-05-03,40,10
2011-05-03,1,11
2011-05-03,1,12
2011-05-04,472,1
2011-05-04,229,2
2011-05-04,163,3
2011-05-04,97,4
2011-05-04,107,5
2011-05-04,77,6
2011-05-04,66,7
2011-05-04,72,8
2011-05-04,61,9
2011-05-04,40,10
2011-05-04,1,11
2011-05-04,1,12
2011-05-05,475,1
2011-05-05,229,2
2011-05-05,163,3
2011-05-05,97,4
2011-05-05,107,5
2011-05-05,77,6
2011-05-05,66,7
2011-05-05,72,8
2011-05-05,61,9
2011-05-05,40,10
2011-05-05,1,11
2011-05-05,1,12
2011-05-06,475,1
2011-05-06,229,2
2011-05-06,163,3
2011-05-06,97,4
2011-05-06,107,5
2011-05-06,77,6
2011-05-06,66,7
2011-05-06,72,8
2011-05-06,61,9
2011-05-06,40,10
2011-05-06,1,11
2011-05-06,1,12
2011-05-07,475,1
2011-05-07,229,2
2011-05-07,163,3
2011-05-07,97,4
2011-05-07,107,5
2011-05-07,77,6
2011-05-07,66,7
2011-05-07,72,8
2011-05-07,61,9
2011-05-07,40,10
2011-05-07,1,11
2011-05-07,1,12
2011-05-08,475,1
2011-05-08,229,2
2011-05-08,163,3
2011-05-08,97,4
2011-05-08,107,5
2011-05-08,77,6
2011-05-08,66,7
2011-05-08,72,8
2011-05-08,61,9
2011-05-08,40,10
2011-05-08,1,11
2011-05-08,1,12
2011-05-09,508,1
2011-05-09,237,2
2011-05-09,174,3
2011-05-09,101,4
2011-05-09,109,5
2011-05-09,80,6
2011-05-09,69,7
2011-05-09,73,8
2011-05-09,63,9
2011-05-09,43,10
2011-05-09,1,11
2011-05-09,1,12
2011-05-10,509,1
2011-05-10,240,2
2011-05-10,174,3
2011-05-10,102,4
2011-05-10,109,5
2011-05-10,81,6
2011-05-10,69,7
2011-05-10,73,8
2011-05-10,63,9
2011-05-10,43,10
2011-05-10,1,11
2011-05-10,1,12
2011-05-11,514,1
2011-05-11,242,2
2011-05-11,175,3
2011-05-11,102,4
2011-05-11,109,5
2011-05-11,83,6
2011-05-11,69,7
2011-05-11,73,8
2011-05-11,63,9
2011-05-11,43,10
2011-05-11,1,11
2011-05-11,1,12
2011-05-12,515,1
2011-05-12,242,2
2011-05-12,176,3
2011-05-12,103,4
2011-05-12,109,5
2011-05-12,83,6
2011-05-12,69,7
2011-05-12,73,8
2011-05-12,63,9
2011-05-12,43,10
2011-05-12,1,11
2011-05-12,1,12
2011-05-13,515,1
2011-05-13,242,2
2011-05-13,176,3
2011-05-13,103,4
2011-05-13,109,5
2011-05-13,83,6
2011-05-13,69,7
2011-05-13,73,8
2011-05-13,63,9
2011-05-13,43,10
2011-05-13,1,11
2011-05-13,1,12
2011-05-14,515,1
2011-05-14,242,2
2011-05-14,176,3
2011-05-14,103,4
2011-05-14,109,5
2011-05-14,83,6
2011-05-14,69,7
2011-05-14,73,8
2011-05-14,63,9
2011-05-14,43,10
2011-05-14,1,11
2011-05-14,1,12
2011-05-15,515,1
2011-05-15,242,2
2011-05-15,176,3
2011-05-15,103,4
2011-05-15,109,5
2011-05-15,83,6
2011-05-15,69,7
2011-05-15,73,8
2011-05-15,63,9
2011-05-15,43,10
2011-05-15,1,11
2011-05-15,1,12
2011-05-16,546,1
2011-05-16,256,2
2011-05-16,180,3
2011-05-16,110,4
2011-05-16,114,5
2011-05-16,89,6
2011-05-16,73,7
2011-05-16,75,8
2011-05-16,65,9
2011-05-16,47,10
2011-05-16,1,11
