day,head_count,company_id
2011-02-15,8,10.0
2011-02-16,129,1.0
2011-02-16,74,2.0
2011-02-16,38,3.0
2011-02-16,28,4.0
2011-02-16,33,5.0
2011-02-16,21,6.0
2011-02-16,18,7.0
2011-02-16,22,8.0
2011-02-16,13,9.0
2011-02-16,8,10.0
2011-02-17,129,1.0
2011-02-17,74,2.0
2011-02-17,38,3.0
2011-02-17,28,4.0
2011-02-17,33,5.0
2011-02-17,21,6.0
2011-02-17,18,7.0
2011-02-17,22,8.0
2011-02-17,13,9.0
2011-02-17,8,10.0
2011-02-18,129,1.0
2011-02-18,74,2.0
2011-02-18,38,3.0
2011-02-18,28,4.0
2011-02-18,33,5.0
2011-02-18,21,6.0
2011-02-18,18,7.0
2011-02-18,22,8.0
2011-02-18,13,9.0
2011-02-18,8,10.0
2011-02-19,129,1.0
2011-02-19,74,2.0
2011-02-19,38,3.0
2011-02-19,28,4.0
2011-02-19,33,5.0
2011-02-19,21,6.0
2011-02-19,18,7.0
2011-02-19,22,8.0
2011-02-19,13,9.0
2011-02-19,8,10.0
2011-02-20,129,1.0
2011-02-20,74,2.0
2011-02-20,38,3.0
2011-02-20,28,4.0
2011-02-20,33,5.0
2011-02-20,21,6.0
2011-02-20,18,7.0
2011-02-20,22,8.0
2011-02-20,13,9.0
2011-02-20,8,10.0
2011-02-21,129,1.0
2011-02-21,74,2.0
2011-02-21,38,3.0
2011-02-21,28,4.0
2011-02-21,33,5.0
2011-02-21,21,6.0
2011-02-21,18,7.0
2011-02-21,22,8.0
2011-02-21,13,9.0
2011-02-21,8,10.0
2011-02-22,153,1.0
2011-02-22,87,2.0
2011-02-22,48,3.0
2011-02-22,34,4.0
2011-02-22,38,5.0
2011-02-22,24,6.0
2011-02-22,19,7.0
2011-02-22,30,8.0
2011-02-22,18,9.0
2011-02-22,10,10.0
2011-02-22,1,11.0
2011-02-23,156,1.0
2011-02-23,87,2.0
2011-02-23,49,3.0
2011-02-23,34,4.0
2011-02-23,38,5.0
2011-02-23,24,6.0
2011-02-23,19,7.0
2011-02-23,30,8.0
2011-02-23,18,9.0
2011-02-23,10,10.0
2011-02-23,1,11.0
2011-02-24,156,1.0
2011-02-24,88,2.0
2011-02-24,51,3.0
2011-02-24,34,4.0
2011-02-24,38,5.0
2011-02-24,24,6.0
2011-02-24,19,7.0
2011-02-24,30,8.0
2011-02-24,18,9.0
2011-02-24,10,10.0
2011-02-24,1,11.0
2011-02-25,156,1.0
2011-02-25,88,2.0
2011-02-25,51,3.0
2011-02-25,34,4.0
2011-02-25,38,5.0
2011-02-25,24,6.0
2011-02-25,19,7.0
2011-02-25,30,8.0
2011-02-25,18,9.0
2011-02-25,10,10.0
2011-02-25,1,11.0
2011-02-26,156,1.0
2011-02-26,88,2.0
2011-02-26,51,3.0
2011-02-26,34,4.0
2011-02-26,38,5.0
2011-02-26,24,6.0
2011-02-26,19,7.0
2011-02-26,30,8.0
2011-02-26,18,9.0
2011-02-26,10,10.0
2011-02-26,1,11.0
2011-02-27,156,1.0
2011-02-27,88,2.0
2011-02-27,51,3.0
2011-02-27,34,4.0
2011-02-27,38,5.0
2011-02-27,24,6.0
2011-02-27,19,7.0
2011-02-27,30,8.0
2011-02-27,18,9.0
2011-02-27,10,10.0
2011-02-27,1,11.0
2011-02-28,175,1.0
2011-02-28,97,2.0
2011-02-28,57,3.0
2011-02-28,37,4.0
2011-02-28,40,5.0
2011-02-28,30,6.0
2011-02-28,22,7.0
2011-02-28,35,8.0
2011-02-28,21,9.0
2011-02-28,13,10.0
2011-02-28,1,11.0
2011-03-01,175,1.0
2011-03-01,99,2.0
2011-03-01,58,3.0
2011-03-01,37,4.0
2011-03-01,42,5.0
2011-03-01,32,6.0
2011-03-01,22,7.0
2011-03-01,35,8.0
2011-03-01,22,9.0
2011-03-01,13,10.0
2011-03-01,1,11.0
2011-03-02,178,1.0
2011-03-02,101,2.0
2011-03-02,58,3.0
2011-03-02,38,4.0
2011-03-02,42,5.0
2011-03-02,33,6.0
2011-03-02,22,7.0
2011-03-02,36,8.0
2011-03-02,23,9.0
2011-03-02,13,10.0
2011-03-02,1,11.0
2011-03-03,179,1.0
2011-03-03,101,2.0
2011-03-03,58,3.0
2011-03-03,38,4.0
2011-03-03,42,5.0
2011-03-03,33,6.0
2011-03-03,22,7.0
2011-03-03,36,8.0
2011-03-03,23,9.0
2011-03-03,13,10.0
2011-03-03,1,11.0
2011-03-04,179,1.0
2011-03-04,101,2.0
2011-03-04,58,3.0
2011-03-04,38,4.0
2011-03-04,42,5.0
2011-03-04,33,6.0
2011-03-04,22,7.0
2011-03-04,36,8.0
2011-03-04,23,9.0
2011-03-04,13,10.0
2011-03-04,1,11.0
2011-03-05,179,1.0
2011-03-05,101,2.0
2011-03-05,58,3.0
2011-03-05,38,4.0
2011-03-05,42,5.0
2011-03-05,33,6.0
2011-03-05,22,7.0
2011-03-05,36,8.0
2011-03-05,23,9.0
2011-03-05,13,10.0
2011-03-05,1,11.0
2011-03-06,179,1.0
2011-03-06,101,2.0
2011-03-06,58,3.0
2011-03-06,38,4.0
2011-03-06,42,5.0
2011-03-06,33,6.0
2011-03-06,22,7.0
2011-03-06,36,8.0
2011-03-06,23,9.0
2011-03-06,13,10.0
2011-03-06,1,11.0
2011-03-07,206,1.0
2011-03-07,117,2.0
2011-03-07,67,3.0
2011-03-07,41,4.0
2011-03-07,52,5.0
2011-03-07,36,6.0
2011-03-07,25,7.0
2011-03-07,38,8.0
2011-03-07,24,9.0
2011-03-07,15,10.0
2011-03-07,1,11.0
2011-03-08,206,1.0
2011-03-08,118,2.0
2011-03-08,68,3.0
2011-03-08,41,4.0
2011-03-08,52,5.0
2011-03-08,36,6.0
2011-03-08,25,7.0
2011-03-08,38,8.0
2011-03-08,24,9.0
2011-03-08,15,10.0
2011-03-08,1,11.0
2011-03-09,207,1.0
2011-03-09,121,2.0
2011-03-09,69,3.0
2011-03-09,42,4.0
2011-03-09,52,5.0
2011-03-09,37,6.0
2011-03-09,25,7.0
2011-03-09,39,8.0
2011-03-09,24,9.0
2011-03-09,15,10.0
2011-03-09,1,11.0
2011-03-10,208,1.0
2011-03-10,121,2.0
2011-03-10,69,3.0
2011-03-10,42,4.0
2011-03-10,53,5.0
2011-03-10,37,6.0
2011-03-10,25,7.0
2011-03-10,39,8.0
2011-03-10,24,9.0
2011-03-10,15,10.0
2011-03-10,1,11.0
2011-03-11,208,1.0
2011-03-11,121,2.0
2011-03-11,69,3.0
2011-03-11,42,4.0
2011-03-11,53,5.0
2011-03-11,37,6.0
2011-03-11,25,7.0
2011-03-11,39,8.0
2011-03-11,24,9.0
2011-03-11,15,10.0
2011-03-11,1,11.0
2011-03-12,208,1.0
2011-03-12,121,2.0
2011-03-12,69,3.0
2011-03-12,42,4.0
2011-03-12,53,5.0
2011-03-12,37,6.0
2011-03-12,25,7.0
2011-03-12,39,8.0
2011-03-12,24,9.0
2011-03-12,15,10.0
2011-03-12,1,11.0
2011-03-13,208,1.0
2011-03-13,121,2.0
2011-03-13,69,3.0
2011-03-13,42,4.0
2011-03-13,53,5.0
2011-03-13,37,6.0
2011-03-13,25,7.0
2011-03-13,39,8.0
2011-03-13,24,9.0
2011-03-13,15,10.0
2011-03-13,1,11.0
2011-03-14,227,1.0
2011-03-14,134,2.0
2011-03-14,83,3.0
2011-03-14,47,4.0
2011-03-14,63,5.0
2011-03-14,45,6.0
2011-03-14,25,7.0
2011-03-14,45,8.0
2011-03-14,27,9.0
2011-03-14,18,10.0
2011-03-14,1,11.0
2011-03-14,1,12.0
2011-03-15,230,1.0
2011-03-15,138,2.0
2011-03-15,84,3.0
2011-03-15,48,4.0
2011-03-15,63,5.0
2011-03-15,46,6.0
2011-03-15,25,7.0
2011-03-15,45,8.0
2011-03-15,27,9.0
2011-03-15,18,10.0
2011-03-15,1,11.0
2011-03-15,1,12.0
2011-03-16,232,1.0
2011-03-16,138,2.0
2011-03-16,86,3.0
2011-03-16,49,4.0
2011-03-16,64,5.0
2011-03-16,46,6.0
2011-03-16,25,7.0
2011-03-16,45,8.0
2011-03-16,27,9.0
2011-03-16,18,10.0
2011-03-16,1,11.0
2011-03-16,1,12.0
2011-03-17,233,1.0
2011-03-17,138,2.0
2011-03-17,86,3.0
2011-03-17,49,4.0
2011-03-17,64,5.0
2011-03-17,46,6.0
2011-03-17,25,7.0
2011-03-17,45,8.0
2011-03-17,27,9.0
2011-03-17,18,10.0
2011-03-17,1,11.0
2011-03-17,1,12.0
2011-03-18,233,1.0
2011-03-18,138,2.0
2011-03-18,86,3.0
2011-03-18,49,4.0
2011-03-18,64,5.0
2011-03-18,46,6.0
2011-03-18,25,7.0
2011-03-18,45,8.0
2011-03-18,27,9.0
2011-03-18,18,10.0
2011-03-18,1,11.0
2011-03-18,1,12.0
2011-03-19,233,1.0
2011-03-19,138,2.0
2011-03-19,86,3.0
2011-03-19,49,4.0
2011-03-19,64,5.0
2011-03-19,46,6.0
2011-03-19,25,7.0
2011-03-19,45,8.0
2011-03-19,27,9.0
2011-03-19,18,10.0
2011-03-19,1,11.0
2011-03-19,1,12.0
2011-03-20,233,1.0
2011-03-20,138,2.0
2011-03-20,86,3.0
2011-03-20,49,4.0
2011-03-20,64,5.0
2011-03-20,46,6.0
2011-03-20,25,7.0
2011-03-20,45,8.0
2011-03-20,27,9.0
2011-03-20,18,10.0
2011-03-20,1,11.0
2011-03-20,1,12.0
2011-03-21,264,1.0
2011-03-21,151,2.0
2011-03-21,97,3.0
2011-03-21,55,4.0
2011-03-21,68,5.0
2011-03-21,49,6.0
2011-03-21,27,7.0
2011-03-21,47,8.0
2011-03-21,31,9.0
2011-03-21,21,10.0
2011-03-21,1,11.0
2011-03-21,1,12.0
2011-03-22,266,1.0
2011-03-22,152,2.0
2011-03-22,97,3.0
2011-03-22,56,4.0
2011-03-22,69,5.0
2011-03-22,50,6.0
2011-03-22,28,7.0
2011-03-22,47,8.0
2011-03-22,32,9.0
2011-03-22,21,10.0
2011-03-22,1,11.0
2011-03-22,1,12.0
2011-03-23,268,1.0
2011-03-23,152,2.0
2011-03-23,97,3.0
2011-03-23,56,4.0
2011-03-23,69,5.0
2011-03-23,51,6.0
2011-03-23,28,7.0
2011-03-23,48,8.0
2011-03-23,33,9.0
2011-03-23,21,10.0
2011-03-23,1,11.0
2011-03-23,1,12.0
2011-03-24,268,1.0
2011-03-24,152,2.0
2011-03-24,98,3.0
2011-03-24,56,4.0
2011-03-24,69,5.0
2011-03-24,51,6.0
2011-03-24,28,7.0
2011-03-24,48,8.0
2011-03-24,33,9.0
2011-03-24,21,10.0
2011-03-24,1,11.0
2011-03-24,1,12.0
2011-03-25,268,1.0
2011-03-25,152,2.0
2011-03-25,98,3.0
2011-03-25,56,4.0
2011-03-25,69,5.0
2011-03-25,51,6.0
2011-03-25,28,7.0
2011-03-25,48,8.0
2011-03-25,33,9.0
2011-03-25,21,10.0
2011-03-25,1,11.0
2011-03-25,1,12.0
2011-03-26,268,1.0
2011-03-26,152,2.0
2011-03-26,98,3.0
2011-03-26,56,4.0
2011-03-26,69,5.0
2011-03-26,51,6.0
2011-03-26,28,7.0
2011-03-26,48,8.0
2011-03-26,33,9.0
2011-03-26,21,10.0
2011-03-26,1,11.0
2011-03-26,1,12.0
2011-03-27,268,1.0
2011-03-27,152,2.0
2011-03-27,98,3.0
2011-03-27,56,4.0
2011-03-27,69,5.0
2011-03-27,51,6.0
2011-03-27,28,7.0
2011-03-27,48,8.0
2011-03-27,33,9.0
2011-03-27,21,10.0
2011-03-27,1,11.0
2011-03-27,1,12.0
2011-03-28,296,1.0
2011-03-28,159,2.0
2011-03-28,108,3.0
2011-03-28,62,4.0
2011-03-28,71,5.0
2011-03-28,52,6.0
2011-03-28,32,7.0
2011-03-28,50,8.0
2011-03-28,37,9.0
2011-03-28,24,10.0
2011-03-28,1,11.0
2011-03-28,1,12.0
2011-03-29,300,1.0
2011-03-29,162,2.0
2011-03-29,109,3.0
2011-03-29,64,4.0
2011-03-29,71,5.0
2011-03-29,53,6.0
2011-03-29,33,7.0
2011-03-29,50,8.0
2011-03-29,37,9.0
2011-03-29,25,10.0
2011-03-29,1,11.0
2011-03-29,1,12.0
2011-03-30,300,1.0
2011-03-30,164,2.0
2011-03-30,110,3.0
2011-03-30,64,4.0
2011-03-30,72,5.0
2011-03-30,53,6.0
2011-03-30,33,7.0
2011-03-30,50,8.0
2011-03-30,37,9.0
2011-03-30,25,10.0
2011-03-30,1,11.0
2011-03-30,1,12.0
2011-03-31,300,1.0
2011-03-31,164,2.0
2011-03-31,110,3.0
2011-03-31,64,4.0
2011-03-31,72,5.0
2011-03-31,53,6.0
2011-03-31,33,7.0
2011-03-31,50,8.0
2011-03-31,37,9.0
2011-03-31,25,10.0
2011-03-31,1,11.0
2011-03-31,1,12.0
2011-04-01,300,1.0
2011-04-01,164,2.0
2011-04-01,110,3.0
2011-04-01,64,4.0
2011-04-01,72,5.0
2011-04-01,53,6.0
2011-04-01,33,7.0
2011-04-01,51,8.0
2011-04-01,37,9.0
2011-04-01,25,10.0
2011-04-01,1,11.0
2011-04-01,1,12.0
2011-04-02,300,1.0
2011-04-02,164,2.0
2011-04-02,110,3.0
2011-04-02,64,4.0
2011-04-02,72,5.0
2011-04-02,53,6.0
2011-04-02,33,7.0
2011-04-02,51,8.0
2011-04-02,37,9.0
2011-04-02,25,10.0
2011-04-02,1,11.0
2011-04-02,1,12.0
2011-04-03,300,1.0
2011-04-03,164,2.0
2011-04-03,110,3.0
2011-04-03,64,4.0
2011-04-03,72,5.0
2011-04-03,53,6.0
2011-04-03,33,7.0
2011-04-03,51,8.0
2011-04-03,37,9.0
2011-04-03,25,10.0
2011-04-03,1,11.0
2011-04-03,1,12.0
2011-04-04,328,1.0
2011-04-04,173,2.0
2011-04-04,115,3.0
2011-04-04,68,4.0
2011-04-04,76,5.0
2011-04-04,59,6.0
2011-04-04,38,7.0
2011-04-04,53,8.0
2011-04-04,44,9.0
2011-04-04,29,10.0
2011-04-04,1,11.0
2011-04-04,1,12.0
2011-04-05,332,1.0
2011-04-05,174,2.0
2011-04-05,117,3.0
2011-04-05,69,4.0
2011-04-05,77,5.0
2011-04-05,59,6.0
2011-04-05,39,7.0
2011-04-05,53,8.0
2011-04-05,44,9.0
2011-04-05,30,10.0
2011-04-05,1,11.0
2011-04-05,1,12.0
2011-04-06,335,1.0
2011-04-06,174,2.0
2011-04-06,117,3.0
2011-04-06,69,4.0
2011-04-06,78,5.0
2011-04-06,59,6.0
2011-04-06,40,7.0
2011-04-06,53,8.0
2011-04-06,44,9.0
2011-04-06,30,10.0
2011-04-06,1,11.0
2011-04-06,1,12.0
2011-04-07,335,1.0
2011-04-07,174,2.0
2011-04-07,117,3.0
2011-04-07,69,4.0
2011-04-07,78,5.0
2011-04-07,59,6.0
2011-04-07,40,7.0
2011-04-07,53,8.0
2011-04-07,44,9.0
2011-04-07,31,10.0
2011-04-07,1,11.0
2011-04-07,1,12.0
2011-04-08,335,1.0
2011-04-08,174,2.0
2011-04-08,117,3.0
2011-04-08,69,4.0
2011-04-08,78,5.0
2011-04-08,59,6.0
2011-04-08,40,7.0
2011-04-08,53,8.0
2011-04-08,44,9.0
2011-04-08,31,10.0
2011-04-08,1,11.0
2011-04-08,1,12.0
2011-04-09,335,1.0
2011-04-09,174,2.0
2011-04-09,117,3.0
2011-04-09,69,4.0
2011-04-09,78,5.0
2011-04-09,59,6.0
2011-04-09,40,7.0
2011-04-09,53,8.0
2011-04-09,44,9.0
2011-04-09,31,10.0
2011-04-09,1,11.0
2011-04-09,1,12.0
2011-04-10,335,1.0
2011-04-10,174,2.0
2011-04-10,117,3.0
2011-04-10,69,4.0
2011-04-10,78,5.0
2011-04-10,59,6.0
2011-04-10,40,7.0
2011-04-10,53,8.0
2011-04-10,44,9.0
2011-04-10,31,10.0
2011-04-10,1,11.0
2011-04-10,1,12.0
2011-04-11,366,1.0
2011-04-11,186,2.0
2011-04-11,127,3.0
2011-04-11,81,4.0
2011-04-11,86,5.0
2011-04-11,59,6.0
2011-04-11,46,7.0
2011-04-11,59,8.0
2011-04-11,47,9.0
2011-04-11,33,10.0
2011-04-11,1,11.0
2011-04-11,1,12.0
2011-04-12,367,1.0
2011-04-12,186,2.0
2011-04-12,129,3.0
2011-04-12,82,4.0
2011-04-12,87,5.0
2011-04-12,59,6.0
2011-04-12,46,7.0
2011-04-12,59,8.0
2011-04-12,47,9.0
2011-04-12,34,10.0
2011-04-12,1,11.0
2011-04-12,1,12.0
2011-04-13,367,1.0
2011-04-13,187,2.0
2011-04-13,129,3.0
2011-04-13,82,4.0
2011-04-13,88,5.0
2011-04-13,59,6.0
2011-04-13,47,7.0
2011-04-13,60,8.0
2011-04-13,47,9.0
2011-04-13,35,10.0
2011-04-13,1,11.0
2011-04-13,1,12.0
2011-04-14,369,1.0
2011-04-14,187,2.0
2011-04-14,129,3.0
2011-04-14,82,4.0
2011-04-14,88,5.0
2011-04-14,59,6.0
2011-04-14,47,7.0
2011-04-14,60,8.0
2011-04-14,47,9.0
2011-04-14,35,10.0
2011-04-14,1,11.0
2011-04-14,1,12.0
2011-04-15,369,1.0
2011-04-15,187,2.0
2011-04-15,129,3.0
2011-04-15,82,4.0
2011-04-15,88,5.0
2011-04-15,59,6.0
2011-04-15,47,7.0
2011-04-15,60,8.0
2011-04-15,47,9.0
2011-04-15,35,10.0
2011-04-15,1,11.0
2011-04-15,1,12.0
2011-04-16,369,1.0
2011-04-16,187,2.0
2011-04-16,129,3.0
2011-04-16,82,4.0
2011-04-16,88,5.0
2011-04-16,59,6.0
2011-04-16,47,7.0
2011-04-16,60,8.0
2011-04-16,47,9.0
2011-04-16,35,10.0
2011-04-16,1,11.0
2011-04-16,1,12.0
2011-04-17,369,1.0
2011-04-17,187,2.0
2011-04-17,129,3.0
2011-04-17,82,4.0
2011-04-17,88,5.0
2011-04-17,59,6.0
2011-04-17,47,7.0
2011-04-17,60,8.0
2011-04-17,47,9.0
2011-04-17,35,10.0
2011-04-17,1,11.0
2011-04-17,1,12.0
2011-04-18,396,1.0
2011-04-18,196,2.0
2011-04-18,136,3.0
2011-04-18,90,4.0
2011-04-18,90,5.0
2011-04-18,64,6.0
2011-04-18,50,7.0
2011-04-18,65,8.0
2011-04-18,50,9.0
2011-04-18,37,10.0
2011-04-18,1,11.0
2011-04-18,1,12.0
2011-04-19,399,1.0
2011-04-19,197,2.0
2011-04-19,138,3.0
2011-04-19,90,4.0
2011-04-19,90,5.0
2011-04-19,64,6.0
2011-04-19,50,7.0
2011-04-19,65,8.0
2011-04-19,50,9.0
2011-04-19,37,10.0
2011-04-19,1,11.0
2011-04-19,1,12.0
2011-04-20,399,1.0
2011-04-20,197,2.0
2011-04-20,139,3.0
2011-04-20,90,4.0
2011-04-20,91,5.0
2011-04-20,64,6.0
2011-04-20,51,7.0
2011-04-20,65,8.0
2011-04-20,50,9.0
2011-04-20,37,10.0
2011-04-20,1,11.0
2011-04-20,1,12.0
2011-04-21,400,1.0
2011-04-21,198,2.0
2011-04-21,140,3.0
2011-04-21,90,4.0
2011-04-21,91,5.0
2011-04-21,65,6.0
2011-04-21,51,7.0
2011-04-21,65,8.0
2011-04-21,50,9.0
2011-04-21,37,10.0
2011-04-21,1,11.0
2011-04-21,1,12.0
2011-04-22,400,1.0
2011-04-22,198,2.0
2011-04-22,140,3.0
2011-04-22,90,4.0
2011-04-22,91,5.0
2011-04-22,65,6.0
2011-04-22,51,7.0
2011-04-22,65,8.0
2011-04-22,50,9.0
2011-04-22,37,10.0
2011-04-22,1,11.0
2011-04-22,1,12.0
2011-04-23,400,1.0
2011-04-23,198,2.0
2011-04-23,140,3.0
2011-04-23,90,4.0
2011-04-23,91,5.0
2011-04-23,65,6.0
2011-04-23,51,7.0
2011-04-23,65,8.0
2011-04-23,50,9.0
2011-04-23,37,10.0
2011-04-23,1,11.0
2011-04-23,1,12.0
2011-04-24,400,1.0
2011-04-24,198,2.0
2011-04-24,140,3.0
2011-04-24,90,4.0
2011-04-24,91,5.0
2011-04-24,65,6.0
2011-04-24,51,7.0
2011-04-24,65,8.0
2011-04-24,50,9.0
2011-04-24,37,10.0
2011-04-24,1,11.0
2011-04-24,1,12.0
2011-04-25,428,1.0
2011-04-25,217,2.0
2011-04-25,147,3.0
2011-04-25,94,4.0
2011-04-25,96,5.0
2011-04-25,69,6.0
2011-04-25,56,7.0
2011-04-25,66,8.0
2011-04-25,55,9.0
2011-04-25,37,10.0
2011-04-25,1,11.0
2011-04-25,1,12.0
2011-04-26,431,1.0
2011-04-26,217,2.0
2011-04-26,150,3.0
2011-04-26,94,4.0
2011-04-26,96,5.0
2011-04-26,69,6.0
2011-04-26,57,7.0
2011-04-26,67,8.0
2011-04-26,55,9.0
2011-04-26,37,10.0
2011-04-26,1,11.0
2011-04-26,1,12.0
2011-04-27,434,1.0
2011-04-27,217,2.0
2011-04-27,150,3.0
2011-04-27,94,4.0
2011-04-27,97,5.0
2011-04-27,69,6.0
2011-04-27,57,7.0
2011-04-27,67,8.0
2011-04-27,55,9.0
2011-04-27,37,10.0
2011-04-27,1,11.0
2011-04-27,1,12.0
2011-04-28,436,1.0
2011-04-28,217,2.0
2011-04-28,150,3.0
2011-04-28,94,4.0
2011-04-28,98,5.0
2011-04-28,69,6.0
2011-04-28,57,7.0
2011-04-28,67,8.0
2011-04-28,55,9.0
2011-04-28,37,10.0
2011-04-28,1,11.0
2011-04-28,1,12.0
2011-04-29,436,1.0
2011-04-29,217,2.0
2011-04-29,150,3.0
2011-04-29,94,4.0
2011-04-29,98,5.0
2011-04-29,69,6.0
2011-04-29,57,7.0
2011-04-29,67,8.0
2011-04-29,55,9.0
2011-04-29,37,10.0
2011-04-29,1,11.0
2011-04-29,1,12.0
2011-04-30,436,1.0
2011-04-30,217,2.0
2011-04-30,150,3.0
2011-04-30,94,4.0
2011-04-30,98,5.0
2011-04-30,69,6.0
2011-04-30,57,7.0
2011-04-30,67,8.0
